mean,median,mode,stdev,coeff,ubstd,skew,W,p,n
3291.4945054945056,3000.0,3250.0,1162.7296523591822,0.3532528006406308,1169.17141717853,33.73905695215385,0.87515741233166,3.257883807737847e-07,91
